"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"@GOOSEmon420er you were there [[bitch]] lol","@GOOSEmon420er you were there [[yesterday]] lol",0.013719797134399414,0.9727053642272949,1,2,1,6,"Successful"
"i [[like]] [[chillin']] with yo [[bitch]] [[I]] [[like]] fuckin' her","i [[kill]] [[people]] with yo [[ass]] [[you]] [[hate]] fuckin' her",0.03323996067047119,0.5178684592247009,1,0,1,171,"Successful"
"@NehmeBazzi @DatBoyRayT that kids a fag","@NehmeBazzi @DatBoyRayT that kids a fag",0.6159605979919434,0.6159605979919434,0,0,1,1,"Skipped"
"@[[Misplaced_Momma]] <SPLIT>Hello dare momma. I show glad dat u follow me. U lbe screamin [[hot]] in dem pitchers. <SPLIT>You eva b wit colored men?","@[[yo]] <SPLIT>Hello dare momma. I show glad dat u follow me. U lbe screamin [[right]] in dem pitchers. <SPLIT>You eva b wit colored men?",0.07758742570877075,0.1383076310157776,2,2,2,32,"Failed"
"[[With]] the [[birds]] i [[share]] this [[lonely]] [[view]]..","[[like]] the [[women]] i [[left]] this [[very]] [[house]]..",0.018298804759979248,0.4382559061050415,2,2,2,168,"Failed"
"You're ugly anyway [[hoe]]. Sit tf down somewhere","You're ugly anyway [[sman]]. Sit tf down somewhere",0.14940136671066284,0.7611930966377258,1,0,1,31,"Successful"
"Lmfao right!..RT @kohkohbxtchzz: You knew you was sidechick. Stop hating [[hoe]].","Lmfao right!..RT @kohkohbxtchzz: You knew you was sidechick. Stop hating [[vampires]].",0.0512775182723999,0.7594079971313477,1,2,1,47,"Successful"
"@b0ssladyre just ate a wees [[brownie]] and is seeing random cats","@b0ssladyre just ate a wees [[shit]] and is seeing random cats",0.022579610347747803,0.9952523708343506,2,1,2,55,"Successful"
"[[Well]] I wish I [[could]] shoot the shit wit u bitches but daddy [[gotta]] [[get]] dis money .one","[[well]] I wish I [[can]] shoot the shit wit u bitches but daddy [[outta]] [[shit]] dis money .one",0.01180887222290039,0.021656930446624756,1,1,1,38,"Failed"
"""@marackaf: &#8220;@white_thunduh: Aye yall ima tryout for the bowling team frfr&#8221; tryouts passed tho"" no theres two more [[retard]]","""@marackaf: &#8220;@white_thunduh: Aye yall ima tryout for the bowling team frfr&#8221; tryouts passed tho"" no theres two more [[so]]",0.1539096236228943,0.9509987235069275,1,2,1,31,"Successful"
"RT @FriendlyAssh0le: [[bitches]] with no tits or ass dont even [[get]] a hug from me... you're one of the boys now.. you [[get]] a handshake.","RT @FriendlyAssh0le: [[idiots]] with no tits or ass dont even [[see]] a hug from me... you're one of the boys now.. you [[pay]] a handshake.",0.022298336029052734,0.13975578546524048,1,1,1,143,"Failed"
"Dominoes, moonlit lake, [[Velvet]] Underground, [[honey]] whiskey = white trash heaven. I [[accept]] your ridicule...but just [[tonight]].","Dominoes, moonlit lake, [[velvet]] Underground, [[straight]] whiskey = white trash heaven. I [[get]] your ridicule...but just [[see]].",0.11763393878936768,0.5008761882781982,2,2,2,100,"Failed"
"[[RT]] @[[emmaleeenaa]]: [[I]] be [[catchin]] [[bitches]] while [[bitches]] be [[catchin]] [[feelings]]","[[bitch]] @[[u]]: [[you]] be [[nasty]] [[people]] while [[people]] be [[crazy]] [[ass]]",0.009181737899780273,0.33421772718429565,1,1,1,191,"Failed"
"hahaha this dude on my timeline says [[bitch]] in EVERY tweet.hahaha I'm rollin at some of them lol","hahaha this dude on my timeline says [[dat]] in EVERY tweet.hahaha I'm rollin at some of them lol",0.006545424461364746,0.8215340375900269,1,2,1,16,"Successful"
"Photo: Mustard on the beat [[hoe]] #wdywt http://t.co/DKYqcnRuNO","Photo: Mustard on the beat [[project]] #wdywt http://t.co/DKYqcnRuNO",0.014654934406280518,0.9802822470664978,1,2,1,38,"Successful"
"RT @Eric_Mariners: @mray9729 @Buckm00se @letsargueboxing i dont have time for these childish games, just fight me [[bitch]].","RT @Eric_Mariners: @mray9729 @Buckm00se @letsargueboxing i dont have time for these childish games, just fight me [[please]].",0.00937187671661377,0.9330871105194092,1,2,1,16,"Successful"
"[[RT]] @[[josephdburns34]]: Damn [[girl]] u is a straight [[hoe]]!&#128514;&#128514;&#128514;","[[review]] @[[review]]: Damn [[uncle]] u is a straight [[fighter]]!&#128514;&#128514;&#128514;",0.012181520462036133,0.9550467729568481,1,2,1,130,"Successful"
"[[I]] don't own any #Onslaught on #Vinyl I [[may]] have to [[get]] one now. Their new Lp is available in army [[green]] coloured vinyl","[[you]] don't own any #Onslaught on #Vinyl I [[should]] have to [[own]] one now. Their new Lp is available in army [[grey]] coloured vinyl",0.016200661659240723,0.02646428346633911,2,2,2,69,"Failed"
"[[This]] [[bitch]] [[needs]] to [[turn]] off her shitty [[music]] &#128544;","[[another]] [[people]] [[threatening]] to [[kill]] off her shitty [[uncle]] &#128544;",0.010892152786254883,0.5955421924591064,1,0,1,210,"Successful"
"RT @dontesydnor: when kanye said ""mayonnaise colored benz, i [[push]] miracle whips"" [[http]]://t.co/iizYdfbZCg","RT @dontesydnor: when kanye said ""mayonnaise colored benz, i [[hate]] miracle whips"" [[internet]]://t.co/iizYdfbZCg",0.022068798542022705,0.054233014583587646,2,2,2,110,"Failed"
"@sramirez07943 you don't know where I llive you stupid [[cunt]] &#128014;","@sramirez07943 you don't know where I llive you stupid [[friends]] &#128014;",0.35333049297332764,0.7648104429244995,1,0,1,44,"Successful"
"Im n a tight circle [[bitch]] you can't get thru dis loop","Im n a tight circle [[s]] you can't get thru dis loop",0.009666740894317627,0.9550225138664246,1,2,1,23,"Successful"
"[[Only]] word [[I]] can understand on #BlackJesus is ""nigger""... Heavily disappointed in this show. [[AaronMacgruder]] [[stuff]] blows, IMO.","[[only]] word [[me]] can understand on #BlackJesus is ""nigger""... Heavily disappointed in this show. [[fucking]] [[shit]] blows, IMO.",0.3501102924346924,0.44866347312927246,0,0,0,30,"Failed"
"Bt dubz, ur best pals [[bitch]] about u to me quite often... #stoplivingafuckinglie #hatredisincreasing","Bt dubz, ur best pals [[whispering]] about u to me quite often... #stoplivingafuckinglie #hatredisincreasing",0.015385568141937256,0.9651050567626953,1,2,1,61,"Successful"
"running the game for 5 years guess that's why my feet hurt , wonder when they bite me do these [[bitches]] teeth hurt &#9995;&#128175;","running the game for 5 years guess that's why my feet hurt , wonder when they bite me do these [[own]] teeth hurt &#9995;&#128175;",0.006364345550537109,0.9873127341270447,1,2,1,33,"Successful"
"Niggas fall in love with an EVIL [[bitch]] and turn they back on they friends..... Its Cool Tho.","Niggas fall in love with an EVIL [[person]] and turn they back on they friends..... Its Cool Tho.",0.06214475631713867,0.17858147621154785,1,1,1,18,"Failed"
"always okay to bring your [[ho]] to the barbershop though, they usually cool af","always okay to bring your [[flowers]] to the barbershop though, they usually cool af",0.08451133966445923,0.9800863265991211,1,2,1,59,"Successful"
"@freeyungnwild where's ours at [[nigguh]] !","@freeyungnwild where's ours at [[christmas]] !",0.26253581047058105,0.9885406494140625,1,2,1,35,"Successful"
"@mflagginski I live in the eye of a white trash hurricane. Milwaukie OR. Where people use bikes BC of DUI's not to save the environment.","@mflagginski I live in the eye of a white trash hurricane. Milwaukie OR. Where people use bikes BC of DUI's not to save the environment.",0.8030474185943604,0.8030474185943604,2,2,0,1,"Skipped"
"@[[MFoani_24]] nigga [[yes]] you do! [[Take]] me on a [[ride]] in that [[bitch]] [[pleaseee]]","@[[fucking]] nigga [[n]] you do! [[hiring]] me on a [[job]] in that [[park]] [[online]]",0.07304346561431885,0.4354228973388672,1,1,1,192,"Failed"
"RT @murdcr: @sorryimalex @dollskill buy the [[girl]] stuff you [[twink]] ass [[bitch]]","RT @murdcr: @sorryimalex @dollskill buy the [[bloody]] stuff you [[rotten]] ass [[whore]]",0.022710442543029785,0.5096333026885986,1,0,1,83,"Successful"
"@RobDa64 [[thanks]]!!! Now go clean that trash can ya lil nasty! Lol","@RobDa64 [[nd]]!!! Now go clean that trash can ya lil nasty! Lol",0.181415855884552,0.6599897742271423,2,1,2,28,"Successful"
"[[I]] have [[never]] [[actually]] seen a [[yellow]] [[duck]].","[[you]] have [[even]] [[even]] seen a [[white]] [[color]].",0.01653146743774414,0.7642626166343689,2,0,2,183,"Successful"
"RT @tanajiamonay_: i hate hype ass [[bitches]], like ... it's too early for you to be all loud; sit tf down somewhere.","RT @tanajiamonay_: i hate hype ass [[people]], like ... it's too early for you to be all loud; sit tf down somewhere.",0.019836008548736572,0.14230430126190186,1,1,1,19,"Failed"
"RT @AyMrCarter: Apologies trash.. What's understood ain't gotta be [[explained]]","RT @AyMrCarter: Apologies trash.. What's understood ain't gotta be [[shit]]",0.05536448955535889,0.9969634413719177,2,1,2,24,"Successful"
"&#8220;@skinnysowhat: @PAPER_CHAYSIN you won't have to herd for hoes no more lol&#8221; [[lmao]] I hope not this shit SCHRESSFUL","&#8220;@skinnysowhat: @PAPER_CHAYSIN you won't have to herd for hoes no more lol&#8221; [[u]] I hope not this shit SCHRESSFUL",0.014513731002807617,0.01770472526550293,1,1,1,36,"Failed"
"RT @[[JazzRiley]]: [[Wat]] [[type]] of [[bitch]] ass nigga rape a innocent female","RT @[[fuck]]: [[is]] [[convicted]] of [[kicking]] ass nigga rape a innocent female",0.19718343019485474,0.5301035046577454,1,0,1,81,"Successful"
"Especially dem souf niccas, dat [[shit]] was outrageous","Especially dem souf niccas, dat [[nature]] was outrageous",0.04221069812774658,0.7321367263793945,1,2,1,36,"Successful"
"@stevedischiavi Thanks 'Walking Dead' Bro Steve For Mend..USMC ""Come on you [[son-n-bitches]] you want to live forever""! DoG","@stevedischiavi Thanks 'Walking Dead' Bro Steve For Mend..USMC ""Come on you [[think]] you want to live forever""! DoG",0.014718711376190186,0.9446284770965576,1,2,1,50,"Successful"
"@LilBTheBiggsGod @Abbey_Kirkland two [[birds]] with one stone Biggs.","@LilBTheBiggsGod @Abbey_Kirkland two [[women]] with one stone Biggs.",0.014269053936004639,0.8121347427368164,2,1,2,57,"Successful"
".@Buckm00se really does talk like a buck nigger",".@Buckm00se really does talk like a buck nigger",0.5706523656845093,0.5706523656845093,0,0,1,1,"Skipped"
"Literally was in the best mood and [[bitches]] literally killed my vibe","Literally was in the best mood and [[will]] literally killed my vibe",0.006617188453674316,0.9798524975776672,1,2,1,20,"Successful"
"Sex with whoever I want whenever [[I]] want? [[Nah]]. My girl give me good pussy all the [[time]].","Sex with whoever I want whenever [[my]] want? [[great]]. My girl give me good pussy all the [[girls]].",0.007894754409790039,0.011590242385864258,1,1,1,55,"Failed"
"@dantoomey2 fuck you [[faggot]]","@dantoomey2 fuck you [[bitch]]",0.4094809293746948,0.9490479826927185,0,1,0,30,"Successful"
"RT @imGONZOE: Im hooked on money.. The [[pussy]] and weed is just a bonus!","RT @imGONZOE: Im hooked on money.. The [[flowers]] and weed is just a bonus!",0.007787823677062988,0.9884058833122253,1,2,1,60,"Successful"
"@Dietcarmel @[[JLewyville]] &#128514;&#128514;&#128514; Idgaf man fuck them hoes ... They nice to look at but they [[ain't]] for me","@Dietcarmel @[[co]] &#128514;&#128514;&#128514; Idgaf man fuck them hoes ... They nice to look at but they [[suck]] for me",0.03894907236099243,0.06901520490646362,1,1,1,64,"Failed"
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Latina | Latina mature [[Big]] pussy http://t.co/D4ICvCz1Bk","#porn,#android,#iphone,#ipad,#sex,#xxx, | #Latina | Latina mature [[femme]] pussy http://t.co/D4ICvCz1Bk",0.010545492172241211,0.012898445129394531,1,1,1,27,"Failed"
"RT @Heissarcastic: ugly people : taken &#128143; <SPLIT><SPLIT>nerds : taken &#128143; <SPLIT><SPLIT>[[hoes]] : taken &#128143; <SPLIT><SPLIT>everybody : taken &#128143; <SPLIT><SPLIT>me : &#128694;","RT @Heissarcastic: ugly people : taken &#128143; <SPLIT><SPLIT>nerds : taken &#128143; <SPLIT><SPLIT>[[monsters]] : taken &#128143; <SPLIT><SPLIT>everybody : taken &#128143; <SPLIT><SPLIT>me : &#128694;",0.09511762857437134,0.6797064542770386,1,2,1,54,"Successful"
"RT @[[LadiesLuv_Audi]]: Eating [[pussy]] is good....eating everybody [[pussy]] [[ain't]] [[healthy]]","RT @[[fuck]]: Eating [[foreigners]] is good....eating everybody [[wrong]] [[kills]] [[wrong]]",0.0077933669090271,0.6062523126602173,1,0,1,107,"Successful"
"@yawlknow @HoskinsTy96 ""all of these rednecks and none of them can keep the fire lit"" &#128514;&#128514;","@yawlknow @HoskinsTy96 ""all of these rednecks and none of them can keep the fire lit"" &#128514;&#128514;",0.7479879856109619,0.7479879856109619,1,1,0,1,"Skipped"
"Bitches [[ah]] have a baby &amp; be like ""don't claim my child"" bitch you [[good]] &amp; goddamn [[well]] ain't NOBODY claiming your creature &#128125;&#128514;","Bitches [[like]] have a baby &amp; be like ""don't claim my child"" bitch you [[right]] &amp; goddamn [[here]] ain't NOBODY claiming your creature &#128125;&#128514;",0.013289868831634521,0.017941653728485107,1,1,1,31,"Failed"
"Define wigga","Define wigga",0.9895384311676025,0.9895384311676025,1,1,2,1,"Skipped"
"RT @FuckTraVonn: Niggas madd gay RT @[[CirocBwoy_]]: teachers [[giving]] niggas [[pussy]] and they snitching. incredible","RT @FuckTraVonn: Niggas madd gay RT @[[fucking]]: teachers [[use]] niggas [[gay]] and they snitching. incredible",0.32918214797973633,0.5150967836380005,1,0,1,69,"Successful"
"[[RT]] @scottydoesntN0: [[Cinco]] [[De]] [[mind]] yo own damn [[business]], [[bitch]]","[[people]] @scottydoesntN0: [[america]] [[south]] [[america]] yo own damn [[religion]], [[stupid]]",0.01971137523651123,0.7132741808891296,1,0,1,203,"Successful"
"&#8220;@[[ghostriderJ1]]: Yankees will never have someone wear a single digit uniform again after this [[season]]&#8221; Wow. Shows that is an epic organization","&#8220;@[[chorus]]: Yankees will never have someone wear a single digit uniform again after this [[shit]]&#8221; Wow. Shows that is an epic organization",0.012684345245361328,0.9409371614456177,2,1,2,97,"Successful"
"The club don't never get old to some of y'all [[hoes]] though.","The club don't never get old to some of y'all [[things]] though.",0.008876323699951172,0.9808746576309204,1,2,1,27,"Successful"
"RT @Hi__________Bye: ""@UglyAssAyeKay: Ugh [[I]] fuckin hate when this [[bitch]] don't answer my [[calls]] ewwwwwww @Hi__________Bye"" ugh I hate her ass&#8230;","RT @Hi__________Bye: ""@UglyAssAyeKay: Ugh [[you]] fuckin hate when this [[fellow]] don't answer my [[calling]] ewwwwwww @Hi__________Bye"" ugh I hate her ass&#8230;",0.057341575622558594,0.20453977584838867,1,1,1,33,"Failed"
"You tried me [[hoe]]. I can sinf","You tried me [[today]]. I can sinf",0.00914090871810913,0.9774504899978638,1,2,1,8,"Successful"
"And dis [[shit]] is for the birds 2 http://t.co/o1pKDhYAX9","And dis [[text]] is for the birds 2 http://t.co/o1pKDhYAX9",0.023629069328308105,0.9906502962112427,1,2,1,29,"Successful"
"[[Stay]] [[warm]] &#10052;&#65039;&#127744; #beanies #[[sweaterweather]] #booty4ever [[http]]://t.co/[[zPTCkqybAM]]","[[mr]] [[ware]] &#10052;&#65039;&#127744; #beanies #[[n]] #booty4ever [[n]]://t.co/[[pub]]",0.025785863399505615,0.48202717304229736,2,2,2,190,"Failed"
"Mentions probably look like a septic [[tank]]. RT @BillCosby: Go ahead. Meme me! http://t.co/2QttvwWICy #CosbyMeme [[http]]://t.[[co]]/72IMb6Rfzn","Mentions probably look like a septic [[well]]. RT @BillCosby: Go ahead. Meme me! http://t.co/2QttvwWICy #CosbyMeme [[tp]]://t.[[cu]]/72IMb6Rfzn",0.03538084030151367,0.06319814920425415,2,2,2,128,"Failed"
"@JPantsdotcom @Todd__Kincannon @the__realtony [[naaaaa]], just popped across my TL, so [[I]] commented. [[But]] nice try faggot!","@JPantsdotcom @Todd__Kincannon @the__realtony [[said]], just popped across my TL, so [[you]] commented. [[and]] nice try faggot!",0.4881700277328491,0.5297163128852844,1,0,1,36,"Successful"
"My [[pussy]] tastes like Pepsi Cola &#127926;&#128527;","My [[nose]] tastes like Pepsi Cola &#127926;&#128527;",0.008444607257843018,0.9837989211082458,1,2,1,16,"Successful"
"RT @NotoriousSulo: This [[dyke]] is grabbing a handful of imagination http://t.co/JfO4ECzmUl","RT @NotoriousSulo: This [[game]] is grabbing a handful of imagination http://t.co/JfO4ECzmUl",0.3933414816856384,0.9858220815658569,1,2,1,61,"Successful"
"Idc I eat the [[pussy]] &#128513;","Idc I eat the [[rabbit]] &#128513;",0.007394671440124512,0.9909150004386902,1,2,1,53,"Successful"
"Stop actin like yu just started wearin ya uggs, [[bitch]] I seen you break em out in August","Stop actin like yu just started wearin ya uggs, [[oh]] I seen you break em out in August",0.010698497295379639,0.8650922775268555,1,2,1,32,"Successful"
"RT @OfficialKingDre: Lightskin bitches crying they [[ain't]] [[got]] no valentine. Bitch maybe you should've [[read]] some of them 400 unreads msgs. [[Yo]]&#8230;","RT @OfficialKingDre: Lightskin bitches crying they [[fucking]] [[look]] no valentine. Bitch maybe you should've [[asked]] some of them 400 unreads msgs. [[jp]]&#8230;",0.012953877449035645,0.02758467197418213,1,1,1,119,"Failed"
"Sinai Jihadi [[Group]] Beheads 3 Accused of [[Being]] 'Spies of the Jews' http://t.co/3CDOsElI1k via @BreitbartNews","Sinai Jihadi [[group]] Beheads 3 Accused of [[murder]] 'Spies of the Jews' http://t.co/3CDOsElI1k via @BreitbartNews",0.2710861563682556,0.4956686496734619,2,2,2,63,"Failed"
"[[Fucking]] twat RT @EchBhiKe: Xavi checking the grass HAHA http://t.co/hrHEyyoIrp","[[tel]] twat RT @EchBhiKe: Xavi checking the grass HAHA http://t.co/hrHEyyoIrp",0.04657858610153198,0.9855086803436279,1,2,1,37,"Successful"
"[[Real]] niggas speaking [[bitch]] u better listen....","[[white]] niggas speaking [[says]] u better listen....",0.13036632537841797,0.5426157712936401,1,0,1,35,"Successful"
"RT @[[FlexFoee]]: @1BookieG if he fuck yo bitch u should be [[happy]] like damn boosie fucked my bitch [[lmao]]","RT @[[re]]: @1BookieG if he fuck yo bitch u should be [[less]] like damn boosie fucked my bitch [[dick]]",0.05071824789047241,0.12259531021118164,1,1,1,63,"Failed"
"I swear a nicca sleep but im up .. Tired as [[fuk]]!","I swear a nicca sleep but im up .. Tired as [[flies]]!",0.06069636344909668,0.9637807011604309,1,2,1,48,"Successful"
"She think she bad but my [[bitch]] meaner","She think she bad but my [[friends]] meaner",0.007793724536895752,0.9552338123321533,1,2,1,44,"Successful"
"[[This]] being [[sick]] is for the [[birds]].","[[all]] being [[worse]] is for the [[worse]].",0.03401923179626465,0.28867125511169434,2,2,2,57,"Failed"
"Charlie not [[fukin]] around in Austin.. Every week somebody getting kicked off the team.","Charlie not [[flying]] around in Austin.. Every week somebody getting kicked off the team.",0.3271991014480591,0.9625502824783325,1,2,1,53,"Successful"
"foreign bad [[bitch]] n she said her name trinaaa trap house look like it got hit by hurricane katrinaaaa","foreign bad [[da]] n she said her name trinaaa trap house look like it got hit by hurricane katrinaaaa",0.010190486907958984,0.9688557386398315,1,2,1,27,"Successful"
"Allergies ain't [[bothered]] me all summer now all of a sudden in the [[middle]] of august shit is startin to get [[real]]. Ain't that about a bitch","Allergies ain't [[bother]] me all summer now all of a sudden in the [[way]] of august shit is startin to get [[serious]]. Ain't that about a bitch",0.008458912372589111,0.010501742362976074,1,1,1,34,"Failed"
"I hate stupid [[bitches]] who cry for stupid reasons","I hate stupid [[children]] who cry for stupid reasons",0.09731543064117432,0.8683344721794128,1,2,1,58,"Successful"
"[[Yo]] [[pussy]] [[ain't]] [[shit]] [[unless]] you had some [[jake]] from state [[farm]] in it","[[bloody]] [[fucking]] [[fucking]] [[stink]] [[like]] you had some [[asshole]] from state [[police]] in it",0.014190852642059326,0.5623459815979004,1,0,1,221,"Successful"
"RT @ockfromdablock: I'd go crazy if these animals like them grabbed my mama like that. I ain't going out like no [[bitch]]&#128548; http://t.co/sulNMnC&#8230;","RT @ockfromdablock: I'd go crazy if these animals like them grabbed my mama like that. I ain't going out like no [[ape]]&#128548; http://t.co/sulNMnC&#8230;",0.009435296058654785,0.8481146693229675,1,2,1,32,"Successful"
"@oscarstyless Bye [[bitch]] byeeeee!","@oscarstyless Bye [[et]] byeeeee!",0.006623446941375732,0.9835236072540283,1,2,1,45,"Successful"
"@lexhound @discordianslip @87pest Nah, they would probably [[call]] you out for being the obsessed faggot you are also. Nice try though.","@lexhound @discordianslip @87pest Nah, they would probably [[put]] you out for being the obsessed faggot you are also. Nice try though.",0.46281033754348755,0.46826666593551636,1,1,1,15,"Failed"
"RT @iamhusk: When you having a girls [[night]] and you cooking for ya bitches Ctfu #GhettoGirls https://t.co/yIgKbRLdhB","RT @iamhusk: When you having a girls [[friend]] and you cooking for ya bitches Ctfu #GhettoGirls https://t.co/yIgKbRLdhB",0.011419475078582764,0.0139007568359375,1,1,1,25,"Failed"
"Seconds from the end, what's it gonna be, pull the trigger [[bitch]].","Seconds from the end, what's it gonna be, pull the trigger [[tomorrow]].",0.006848692893981934,0.9782618880271912,1,2,1,26,"Successful"
"Raaaayciss [[bitch]] &#8220;@Sky_Max: Michelle Obama: African-Americans Should Vote for Democrats http://t.co/SL6TW6P39f via @Newsmax_Media&#8221;","Raaaayciss [[d]] &#8220;@Sky_Max: Michelle Obama: African-Americans Should Vote for Democrats http://t.co/SL6TW6P39f via @Newsmax_Media&#8221;",0.015519261360168457,0.9591851830482483,1,2,1,35,"Successful"
"@anggxo get off my twitter fag","@anggxo get off my twitter fag",0.5197770595550537,0.5197770595550537,0,0,1,1,"Skipped"
"@[[TheRealOweifie]] [[good]] one you fucking [[bitch]] [[ass]]","@[[die]] [[old]] one you fucking [[cheating]] [[bastards]]",0.07670098543167114,0.5430705547332764,1,0,1,60,"Successful"
"Walked in wit a new [[bitch]] on me, got niggas mad but I know it","Walked in wit a new [[asshole]] on me, got niggas mad but I know it",0.10391002893447876,0.24701333045959473,1,1,1,14,"Failed"
"@MyButtSweats ay [[nigguh]] so when ya coming back","@MyButtSweats ay [[late]] so when ya coming back",0.16848981380462646,0.934614360332489,1,2,1,15,"Successful"
"&#8220;@AdamRotter: Watch: Prust [[tries]] to hit Hank during break [[play]] http://t.co/[[fZ6lxcS3ok]]&#8221; @BrandonPrust8 pussy attempt by a pussy #mtlhockey","&#8220;@AdamRotter: Watch: Prust [[attempts]] to hit Hank during break [[way]] http://t.co/[[face]]&#8221; @BrandonPrust8 pussy attempt by a pussy #mtlhockey",0.013727128505706787,0.01756805181503296,1,1,1,56,"Failed"
"RT @FlyEaglesNation: Yeah, #Eagles definitely aren't finishing 4th in division. Not this year [[bitches]].","RT @FlyEaglesNation: Yeah, #Eagles definitely aren't finishing 4th in division. Not this year [[today]].",0.006699681282043457,0.9900493621826172,1,2,1,25,"Successful"
"@TheShoeBible @Steamed_Greens Them hoes are clean!","@TheShoeBible @Steamed_Greens Them hoes are clean!",0.9911900162696838,0.9911900162696838,1,1,2,1,"Skipped"
"RT @z0mbiedance: Gabby's a [[bitch]] &amp; made Jackie make the tea packet first.","RT @z0mbiedance: Gabby's a [[chef]] &amp; made Jackie make the tea packet first.",0.006673336029052734,0.988105833530426,1,2,1,57,"Successful"
"[[Yankees]] getting killed","[[women]] getting killed",0.03923988342285156,0.826544463634491,2,1,2,23,"Successful"
"Like the hoes when they lay [[w]]/ me.. Puppy eyes when I go, Sayin stay [[wit]] me","Like the hoes when they lay [[wi]]/ me.. Puppy eyes when I go, Sayin stay [[behind]] me",0.00869607925415039,0.014872610569000244,1,1,1,57,"Failed"
"[[Real]] basketball [[players]] get disappointed when they throw something in the trash can and [[miss]]","[[real]] basketball [[player]] get disappointed when they throw something in the trash can and [[stupid]]",0.022358477115631104,0.07086014747619629,2,2,2,54,"Failed"
"[[Fucked]] your [[bitch]], just [[met]] her &#128527;","[[save]] your [[enemy]], just [[kill]] her &#128527;",0.01216113567352295,0.8364843726158142,1,2,1,139,"Successful"
"Can't save these [[hoes]]","Can't save these [[youtube]]",0.008378744125366211,0.9773489832878113,1,2,1,17,"Successful"
"Hate when [[bitches]] with long hair decide to get a haircut. Nothin good ever comes out of that","Hate when [[chicks]] with long hair decide to get a haircut. Nothin good ever comes out of that",0.009017646312713623,0.5911250114440918,1,2,1,18,"Successful"
"maddie, karissa, Ireland, cierra and I have gotten so close I'd kill a [[bitch]] for them tbh","maddie, karissa, Ireland, cierra and I have gotten so close I'd kill a [[lot]] for them tbh",0.03380948305130005,0.644192099571228,1,0,1,13,"Successful"
"@dickburritoz <SPLIT>every [[bitches]] claim","@dickburritoz <SPLIT>every [[game]] claim",0.013783812522888184,0.9276881217956543,1,2,1,44,"Successful"
"Golden [[Oreos]] are the best","Golden [[balls]] are the best",0.0194779634475708,0.5235536694526672,2,1,2,54,"Successful"
"Friend or foe nicca .. State ya [[biz]]","Friend or foe nicca .. State ya [[n]]",0.37977534532546997,0.8292137384414673,2,1,2,43,"Successful"
"Goodbye x Young Dolph featuring Trinidad [[James]] &amp; Shy [[Glizzy]]","Goodbye x Young Dolph featuring Trinidad [[slick]] &amp; Shy [[girls]]",0.03115779161453247,0.7017050385475159,2,1,2,96,"Successful"
"@zeitgeistbabe I hear Bill likes trailer trash like you. @LincRomero7 @JTStover @TheObamaDiary @RebHug @Loriisright","@zeitgeistbabe I hear Bill likes trailer trash like you. @LincRomero7 @JTStover @TheObamaDiary @RebHug @Loriisright",0.8192365765571594,0.8192365765571594,2,2,0,1,"Skipped"
"RT @iPreferAriPlz: Every time a Black woman says ""oh [[bitch]]"", I smile.","RT @iPreferAriPlz: Every time a Black woman says ""oh [[cool]]"", I smile.",0.014461398124694824,0.6955468058586121,1,2,1,51,"Successful"
"RT @Ra_Shia: Quotable RT @ChrissiBaxter: [[If]] my man ain't appreciating me this pussy DEFINITELY [[IS]] [[gonna]] [[end]] up in another nigga mouth. You &#8230;","RT @Ra_Shia: Quotable RT @ChrissiBaxter: [[unless]] my man ain't appreciating me this pussy DEFINITELY [[right]] [[likely]] [[ends]] up in another nigga mouth. You &#8230;",0.10711026191711426,0.1363704800605774,1,1,1,55,"Failed"
"&#8220;@MJ2307: @1Bcarter or he's eating it cuz he's with a women who just [[can't]] cook &#128586;&#8221;then u gotta get rid of that hoe","&#8220;@MJ2307: @1Bcarter or he's eating it cuz he's with a women who just [[fucking]] cook &#128586;&#8221;then u gotta get rid of that hoe",0.025938808917999268,0.049172163009643555,1,1,1,41,"Failed"
"RT @KaliKushDoll_: [[Lol]] foreal yo RT""@Damiah_daddyx3: Lmao, I fucks with @HaveMercyyy &amp; @KaliKushDoll_ real talk, them [[bitches]] know h ...","RT @KaliKushDoll_: [[ja]] foreal yo RT""@Damiah_daddyx3: Lmao, I fucks with @HaveMercyyy &amp; @KaliKushDoll_ real talk, them [[would]] know h ...",0.012407839298248291,0.03440141677856445,1,1,1,39,"Failed"
"Niggas cheat on they [[bitch]] and don't expect no pay back WHATSOEVER. Yall just as naive as these [[bitches]].","Niggas cheat on they [[whore]] and don't expect no pay back WHATSOEVER. Yall just as naive as these [[bastards]].",0.06079268455505371,0.3483620882034302,1,1,1,40,"Failed"
"&#8220;@miilkkk: this dude a fucking legend [[bruh]], fuck her [[right]] in the pussy [[lmao]] http://t.co/[[GfYrQ2VFYZ]]&#8221; true legendFuck her right in the pussy!","&#8220;@miilkkk: this dude a fucking legend [[dude]], fuck her [[fucking]] in the pussy [[e]] http://t.co/[[html]]&#8221; true legendFuck her right in the pussy!",0.031259119510650635,0.06611543893814087,1,1,1,79,"Failed"
"RT @_ViciousMoe: i have absolutely no ""[[hoes]]""","RT @_ViciousMoe: i have absolutely no ""[[cool]]""",0.008255302906036377,0.9692859649658203,1,2,1,39,"Successful"
